,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
7866,416900,36825,6111002200,"Census Tract 22, Ventura County, California"
7867,417200,42351,6111002300,"Census Tract 23, Ventura County, California"
7868,594800,166231,6111002400,"Census Tract 24, Ventura County, California"
7869,962300,91780,6111002500,"Census Tract 25, Ventura County, California"
7870,620400,19077,6111002600,"Census Tract 26, Ventura County, California"
7871,547700,31155,6111002700,"Census Tract 27, Ventura County, California"
7872,585600,23844,6111002800,"Census Tract 28, Ventura County, California"
7873,700300,35176,6111002901,"Census Tract 29.01, Ventura County, California"
7874,572500,25987,6111002905,"Census Tract 29.05, Ventura County, California"
7875,374300,18618,6111003010,"Census Tract 30.10, Ventura County, California"
7876,477900,27468,6111003011,"Census Tract 30.11, Ventura County, California"
7878,570900,23233,6111003013,"Census Tract 30.13, Ventura County, California"
7879,518500,31534,6111003100,"Census Tract 31, Ventura County, California"
7880,367900,32364,6111003201,"Census Tract 32.01, Ventura County, California"
7881,475600,32328,6111003300,"Census Tract 33, Ventura County, California"
7882,515000,40531,6111003605,"Census Tract 36.05, Ventura County, California"
7883,492700,21488,6111003608,"Census Tract 36.08, Ventura County, California"
7884,740500,59356,6111003609,"Census Tract 36.09, Ventura County, California"
7885,763000,120206,6111003612,"Census Tract 36.12, Ventura County, California"
7886,415100,17270,6111003700,"Census Tract 37, Ventura County, California"
7887,411600,29083,6111003801,"Census Tract 38.01, Ventura County, California"
7888,388700,34632,6111003802,"Census Tract 38.02, Ventura County, California"
7889,431600,18659,6111003900,"Census Tract 39, Ventura County, California"
7890,393500,31943,6111004000,"Census Tract 40, Ventura County, California"
7891,429300,12719,6111004101,"Census Tract 41.01, Ventura County, California"
7892,420900,15100,6111004200,"Census Tract 42, Ventura County, California"
7893,350500,36511,6111004304,"Census Tract 43.04, Ventura County, California"
7895,440500,16768,6111004400,"Census Tract 44, Ventura County, California"
7896,309700,97930,6111004503,"Census Tract 45.03, Ventura County, California"
7897,432800,22145,6111004504,"Census Tract 45.04, Ventura County, California"
7898,403500,31775,6111004505,"Census Tract 45.05, Ventura County, California"
7899,370800,34690,6111004506,"Census Tract 45.06, Ventura County, California"
7901,112000,36350,6111004704,"Census Tract 47.04, Ventura County, California"
7902,257100,124582,6111004710,"Census Tract 47.10, Ventura County, California"
7903,449000,21880,6111004711,"Census Tract 47.11, Ventura County, California"
7904,369600,44672,6111004715,"Census Tract 47.15, Ventura County, California"
7905,367600,23606,6111004716,"Census Tract 47.16, Ventura County, California"
7906,427400,14115,6111004717,"Census Tract 47.17, Ventura County, California"
7907,489200,29767,6111004901,"Census Tract 49.01, Ventura County, California"
7908,401600,33735,6111004902,"Census Tract 49.02, Ventura County, California"
7909,415700,25921,6111005002,"Census Tract 50.02, Ventura County, California"
7910,444500,24778,6111005003,"Census Tract 50.03, Ventura County, California"
7911,407100,27013,6111005004,"Census Tract 50.04, Ventura County, California"
7912,958900,85827,6111005100,"Census Tract 51, Ventura County, California"
7913,703500,82245,6111005202,"Census Tract 52.02, Ventura County, California"
7914,671600,25311,6111005203,"Census Tract 52.03, Ventura County, California"
7915,771900,54623,6111005204,"Census Tract 52.04, Ventura County, California"
7916,862300,53388,6111005205,"Census Tract 52.05, Ventura County, California"
7917,618200,23695,6111005303,"Census Tract 53.03, Ventura County, California"
7918,473700,22938,6111005304,"Census Tract 53.04, Ventura County, California"
7919,1194400,46221,6111005305,"Census Tract 53.05, Ventura County, California"
7920,629400,14350,6111005306,"Census Tract 53.06, Ventura County, California"
7921,607400,14216,6111005401,"Census Tract 54.01, Ventura County, California"
7922,476600,23972,6111005403,"Census Tract 54.03, Ventura County, California"
7923,593600,16816,6111005404,"Census Tract 54.04, Ventura County, California"
7924,496300,57854,6111005502,"Census Tract 55.02, Ventura County, California"
7925,581000,25584,6111005503,"Census Tract 55.03, Ventura County, California"
7926,590200,12395,6111005504,"Census Tract 55.04, Ventura County, California"
7927,571200,26975,6111005600,"Census Tract 56, Ventura County, California"
7928,365600,22933,6111005700,"Census Tract 57, Ventura County, California"
7929,736600,35931,6111005801,"Census Tract 58.01, Ventura County, California"
7930,814600,41159,6111005802,"Census Tract 58.02, Ventura County, California"
7931,709600,33726,6111005901,"Census Tract 59.01, Ventura County, California"
7932,907100,32187,6111005906,"Census Tract 59.06, Ventura County, California"
7933,880500,61057,6111005907,"Census Tract 59.07, Ventura County, California"
7934,636100,16196,6111005908,"Census Tract 59.08, Ventura County, California"
7935,491500,54109,6111005909,"Census Tract 59.09, Ventura County, California"
7936,941300,52741,6111005910,"Census Tract 59.10, Ventura County, California"
7937,678100,43549,6111005911,"Census Tract 59.11, Ventura County, California"
7938,606100,14420,6111006000,"Census Tract 60, Ventura County, California"
7939,726900,53020,6111006100,"Census Tract 61, Ventura County, California"
7940,954800,44934,6111006200,"Census Tract 62, Ventura County, California"
7941,691700,25517,6111006301,"Census Tract 63.01, Ventura County, California"
7942,675900,24068,6111006302,"Census Tract 63.02, Ventura County, California"
7943,687700,20123,6111006400,"Census Tract 64, Ventura County, California"
7944,558300,32362,6111006500,"Census Tract 65, Ventura County, California"
7945,646500,13626,6111006600,"Census Tract 66, Ventura County, California"
7946,752000,51428,6111006700,"Census Tract 67, Ventura County, California"
7947,651600,26458,6111006800,"Census Tract 68, Ventura County, California"
7948,569900,33428,6111006900,"Census Tract 69, Ventura County, California"
7949,563100,52734,6111007000,"Census Tract 70, Ventura County, California"
7950,283500,39189,6111007100,"Census Tract 71, Ventura County, California"
7951,916300,44438,6111007201,"Census Tract 72.01, Ventura County, California"
7952,835400,23658,6111007202,"Census Tract 72.02, Ventura County, California"
7954,949000,117761,6111007402,"Census Tract 74.02, Ventura County, California"
7955,745200,50245,6111007403,"Census Tract 74.03, Ventura County, California"
7956,702700,66109,6111007405,"Census Tract 74.05, Ventura County, California"
7957,1105500,61368,6111007406,"Census Tract 74.06, Ventura County, California"
7958,533100,32245,6111007505,"Census Tract 75.05, Ventura County, California"
7959,724200,42444,6111007506,"Census Tract 75.06, Ventura County, California"
7960,793100,32717,6111007507,"Census Tract 75.07, Ventura County, California"
7961,574900,31432,6111007508,"Census Tract 75.08, Ventura County, California"
7962,831000,31395,6111007509,"Census Tract 75.09, Ventura County, California"
7963,913300,20479,6111007510,"Census Tract 75.10, Ventura County, California"
7964,1322400,198727,6111007511,"Census Tract 75.11, Ventura County, California"
7965,655600,21694,6111007512,"Census Tract 75.12, Ventura County, California"
7966,828700,35315,6111007513,"Census Tract 75.13, Ventura County, California"
7967,602400,29085,6111007514,"Census Tract 75.14, Ventura County, California"
7968,1139700,119104,6111007606,"Census Tract 76.06, Ventura County, California"
7969,701300,37959,6111007607,"Census Tract 76.07, Ventura County, California"
7970,665800,14792,6111007609,"Census Tract 76.09, Ventura County, California"
7971,634100,13669,6111007610,"Census Tract 76.10, Ventura County, California"
7972,413600,40501,6111007611,"Census Tract 76.11, Ventura County, California"
7973,537000,45706,6111007612,"Census Tract 76.12, Ventura County, California"
7974,775200,39412,6111007613,"Census Tract 76.13, Ventura County, California"
7975,509600,40073,6111007614,"Census Tract 76.14, Ventura County, California"
7976,453200,14343,6111007700,"Census Tract 77, Ventura County, California"
7977,552600,62629,6111007800,"Census Tract 78, Ventura County, California"
7978,459700,19264,6111007901,"Census Tract 79.01, Ventura County, California"
7979,673700,24105,6111007903,"Census Tract 79.03, Ventura County, California"
7980,544200,29204,6111007904,"Census Tract 79.04, Ventura County, California"
7981,552700,27381,6111008001,"Census Tract 80.01, Ventura County, California"
7982,503500,42018,6111008002,"Census Tract 80.02, Ventura County, California"
7983,517600,32962,6111008004,"Census Tract 80.04, Ventura County, California"
7984,503400,35211,6111008005,"Census Tract 80.05, Ventura County, California"
7985,557700,22406,6111008101,"Census Tract 81.01, Ventura County, California"
7986,544100,36922,6111008201,"Census Tract 82.01, Ventura County, California"
7987,518400,34668,6111008202,"Census Tract 82.02, Ventura County, California"
7988,486400,21989,6111008302,"Census Tract 83.02, Ventura County, California"
7989,514800,39050,6111008303,"Census Tract 83.03, Ventura County, California"
7990,487500,50586,6111008304,"Census Tract 83.04, Ventura County, California"
7991,784000,40206,6111008305,"Census Tract 83.05, Ventura County, California"
7992,492900,32575,6111008306,"Census Tract 83.06, Ventura County, California"
7993,511300,31643,6111008401,"Census Tract 84.01, Ventura County, California"
7994,638500,12470,6111008402,"Census Tract 84.02, Ventura County, California"
7995,644300,27468,6111008500,"Census Tract 85, Ventura County, California"
7996,361100,40699,6111008600,"Census Tract 86, Ventura County, California"
7997,475800,21820,6111008700,"Census Tract 87, Ventura County, California"
7998,453000,15367,6111008800,"Census Tract 88, Ventura County, California"
7999,434100,27696,6111008900,"Census Tract 89, Ventura County, California"
8000,183000,149086,6111009100,"Census Tract 91, Ventura County, California"
8003,294100,53222,6113010101,"Census Tract 101.01, Yolo County, California"
8004,260400,19145,6113010102,"Census Tract 101.02, Yolo County, California"
8005,321600,17607,6113010201,"Census Tract 102.01, Yolo County, California"
8007,242400,20150,6113010204,"Census Tract 102.04, Yolo County, California"
8008,421300,21322,6113010302,"Census Tract 103.02, Yolo County, California"
8009,404800,17982,6113010310,"Census Tract 103.10, Yolo County, California"
8010,340300,14570,6113010312,"Census Tract 103.12, Yolo County, California"
8011,892700,41934,6113010401,"Census Tract 104.01, Yolo County, California"
8012,487000,21583,6113010402,"Census Tract 104.02, Yolo County, California"
8013,336800,16844,6113010501,"Census Tract 105.01, Yolo County, California"
8014,740900,59709,6113010505,"Census Tract 105.05, Yolo County, California"
8015,667500,89787,6113010508,"Census Tract 105.08, Yolo County, California"
8016,613700,27037,6113010509,"Census Tract 105.09, Yolo County, California"
8017,730200,61458,6113010510,"Census Tract 105.10, Yolo County, California"
8018,653400,35784,6113010511,"Census Tract 105.11, Yolo County, California"
8019,762500,57885,6113010512,"Census Tract 105.12, Yolo County, California"
8020,574100,63547,6113010513,"Census Tract 105.13, Yolo County, California"
8021,482000,112438,6113010602,"Census Tract 106.02, Yolo County, California"
8022,681000,21306,6113010605,"Census Tract 106.05, Yolo County, California"
8023,521300,36261,6113010606,"Census Tract 106.06, Yolo County, California"
8024,787300,58555,6113010607,"Census Tract 106.07, Yolo County, California"
8025,601200,51069,6113010608,"Census Tract 106.08, Yolo County, California"
8026,713400,116033,6113010701,"Census Tract 107.01, Yolo County, California"
8027,681700,27228,6113010703,"Census Tract 107.03, Yolo County, California"
8028,686900,34848,6113010704,"Census Tract 107.04, Yolo County, California"
8029,358500,32330,6113010800,"Census Tract 108, Yolo County, California"
8030,284900,20376,6113010901,"Census Tract 109.01, Yolo County, California"
8031,293100,34268,6113010902,"Census Tract 109.02, Yolo County, California"
8032,394300,44979,6113011001,"Census Tract 110.01, Yolo County, California"
8033,421900,20928,6113011002,"Census Tract 110.02, Yolo County, California"
8034,336500,20011,6113011101,"Census Tract 111.01, Yolo County, California"
8035,240100,43288,6113011102,"Census Tract 111.02, Yolo County, California"
8036,321500,23500,6113011103,"Census Tract 111.03, Yolo County, California"
8037,394800,25080,6113011203,"Census Tract 112.03, Yolo County, California"
8038,371700,12464,6113011204,"Census Tract 112.04, Yolo County, California"
8039,402400,27835,6113011205,"Census Tract 112.05, Yolo County, California"
8040,515800,60738,6113011206,"Census Tract 112.06, Yolo County, California"
8041,421700,35609,6113011300,"Census Tract 113, Yolo County, California"
8042,281100,64231,6113011400,"Census Tract 114, Yolo County, California"
8043,344100,40348,6113011500,"Census Tract 115, Yolo County, California"
8044,181300,64374,6115040100,"Census Tract 401, Yuba County, California"
8045,207600,17876,6115040200,"Census Tract 402, Yuba County, California"
8046,166000,39556,6115040301,"Census Tract 403.01, Yuba County, California"
8047,137200,17161,6115040302,"Census Tract 403.02, Yuba County, California"
8048,263000,17671,6115040303,"Census Tract 403.03, Yuba County, California"
8049,166400,19733,6115040400,"Census Tract 404, Yuba County, California"
